26.83,3
25.66,2
39.53,1
30.23,2
19.51,1
33.98,2
37.51,2
39.53,3
37.54,2
23.32,3
25.99,1
27.1,3
18.58,2
34.57,1
35.91,1
38.43,1
35.57,2
33.6,2
19.73,3
44.19,3
42.19,3
46.25,2
37.45,2
37.32,3
41.14,1
25.75,3
18.23,2
41.67,1
33.35,2
37.06,3
35.66,1
34.8,2
29.4,2
45.46,2
33.9,3
18.26,1
32.43,3
48.76,3
39.91,1
45.17,3
42.32,3
18.65,1
49.46,1
24.45,1
49.61,2
22.98,2
31.5,3
45.84,2
26.87,1
27.14,2
48.11,3
24.52,2
28.84,2
31.49,2
19.07,2
21.62,1
37.83,3
48.52,1
24.63,1
33.64,1
18.85,1
33.06,2
29.27,3
42.01,1
30.75,1
33.56,1
46.25,2
38.65,2
28.98,2
20.89,3
41.69,3
36.16,2
34.55,1
45.98,1
25.66,2
35.59,2
36.89,1
45.83,3
19.77,3
29.89,3
48.53,1
19.47,3
37.39,1
18.41,3
31.04,1
35.45,1
47.87,1
49.02,1
28.59,1
18.16,3
25.55,3
47.65,1
37.33,1
31,2
40.1,1
42.32,2
48.14,2
39.1,3
28.99,2
22.58,1
25.59,3
26.68,3
40.79,1
44.17,2
23.89,3
24.85,2
18.63,2
37.42,2
42.94,1
28.95,3
18.47,1
29.81,3
37.57,2
35.89,1
18.83,2
45.51,2
29.96,1
19.2,1
49.86,1
24.73,1
21.24,3
43.45,3
43.16,3
29.11,2
41.09,2
25.26,2
31.42,1
32.91,2
28.83,2
46.52,2
28.43,1
28.28,2
40.41,2
37.09,1
28.48,2
36.7,3
45.19,2
43.77,1
28.73,3
24.29,2
31.52,2
40.82,3
28.91,1
25.11,1
32.4,1
25.17,1
19.79,2
25.2,1
49.02,1
48.11,1
24.26,3
49.3,2
30.56,2
49.85,1
46.64,1
32.9,2
48.73,1
39.82,1
23.88,1
46.96,2
36.91,1
48.64,3
30.15,3
36.27,1
25.47,2
19.1,2
42.83,2
26.31,1
23.89,1
26.99,3
45.39,1
39.94,3
19,3
18.1,1
20.25,3
43.29,2
42.49,3
19.52,3
20.73,3
33.16,1
27.31,3
38.55,1
29.06,3
21.41,1
45.19,3
36.03,1
41.45,1
36.55,1
26.17,2
42.82,3
21.85,3
21.74,3
18.51,3
36.68,2
18.33,3
33.67,2
30.75,3
46.89,1
44.8,3
32.55,3
21.09,3
19.6,1
31.79,2
30.39,3
26.79,2
30.8,3
40.58,2
25.95,1
35.47,3
46.96,3
49.06,3
39.63,2
47.67,1
47.25,1
23.73,1
28.18,3
42.73,1
43.09,2
25.97,3
43.38,3
22.65,1
28.41,1
33.18,2
21.84,2
37.73,3
38.93,1
36.28,3
41.23,2
24.43,1
45.35,2
37.71,2
42.71,3
34.29,3
45.54,2
40.95,1
23.1,2
36.6,2
28.78,3
36.78,2
48.01,1
46.03,3
48.43,3
18.39,3
25.94,2
45.44,3
25.14,3
18.54,2
30.64,2
31.8,2
44.61,1
44,3
27.79,3
22.33,1
49.83,1
42.18,2
41.55,2
25,3
33.64,2
32.57,1
44.97,3
36.34,3
21.89,2
39.85,1
37.18,3
44.62,3
30.86,3
49.17,3
20.87,3
34.94,1
38.95,1
20.74,1
28.4,3
42.9,1
45.56,3
22.62,3
29.09,2
24.51,3
37.62,1
33.16,3
29.37,2
49.16,2
45.54,3
23.28,3
32.32,1
30.26,1
33.09,2
24.5,1
45.49,3
21.15,2
39.8,1
36.49,2
24.95,2
41.84,1
25.03,3
44.95,3
23.28,2
30.63,2
38.01,1
45.14,3
46.72,2
30.13,1
40.79,3
45.21,3
23.62,1
22.46,1
49.5,2
35.6,1
23.21,1
18.9,1
18.77,3
22.88,2
38.65,1
42.04,3
24.49,3
46.07,1
29.45,2
44.81,2
27.39,2
34.15,2
27.8,3
34.93,1
34.24,3
19.16,2
44.15,1
38.76,2
46.93,2
47.66,3
22.55,1
30.43,1
35.35,3
18.74,2
20.13,3
19.61,1
41.91,3
44.49,2
31.99,1
41.58,3
37.25,3
37.22,3
29.07,3
21.62,1
44.84,2
18.8,2
30.62,3
25.68,1
25.69,1
41.46,1
35.08,2
28.09,3
24.25,2
31.33,1
42.26,1
27.74,1
37.09,2
46.8,3
27.03,1
40.52,3
39.6,3
24.42,1
44.95,1
49.8,2
22.35,3
27.02,3
25.64,3
22.54,3
43.64,1
27.66,3
33.93,1
31.79,2
44.19,1
45.84,2
22.74,3
44.79,1
18.11,3
33.04,1
26.47,3
39.9,1
23.28,1
37.11,2
33.88,3
44.88,3
22.47,2
32.33,3
32.72,1
25.45,3
29,3
35.99,2
29.71,3
27.2,3
32.25,3
37.58,2
39.68,3
21.2,3
20.73,3
48.22,2
42.08,3
23.08,2
29.64,1
22.73,3
38.97,1
42.08,3
33.37,1
36.11,2
49.92,1
45.28,1
44.75,1
40.17,1
27.48,3
37.12,1
25.79,1
34.35,3
18.42,3
47.61,2
40.17,1
30.05,2
19.27,2
32.35,1
25.83,2
39.27,2
24.09,1
41.13,2
44.99,1
45.88,3
19.2,2
48.49,2
40.58,2
34.83,1
48.45,2
19.27,1
23.38,1
31.46,1
28.53,3
33.31,2
32.34,1
21.64,1
20.96,2
26.48,3
43.46,2
43.02,3
18.04,2
19.64,1
19.32,2
48.16,1
43.71,3
20.14,2
35.59,3
20.36,3
42.66,3
44.99,2
41.78,3
23.75,2
35.28,3
39.56,1
20.84,2
29.02,3
45.79,1
30.34,1
22.51,3
30.22,2
36.86,3
26.21,2
37.13,2
42.14,1
37.56,1
36.9,1
25.6,3
36.99,2
31.36,1
46.59,2
35.87,2
19.21,1
22.97,3
21.86,3
45,1
43.54,3
41.39,1
20.03,3
24.06,3
31.66,2
30.61,2
34.65,3
43.29,1
23.66,1
47.33,3
46.67,1
19.46,1
47.34,1
20.34,3
49.72,1
22.11,1
34.11,3
39.76,3
33.2,1
32.62,1
39.14,1
40.51,2
37.42,1
46.05,3
37.34,1
41.05,3
43.42,2
37.52,3
22.04,1
48.58,3
49.92,2
48.64,3
26.49,3
40.13,3
29.43,3
29.86,2
35.28,2
41.52,3
23.3,2
46.67,2
49.26,2
33.37,1
33.29,2
39.81,2
33.8,1
26.3,2
32.87,2
30.89,3
18.43,1
29.51,3
49.61,1
32.39,2
34.79,1
21.11,1
30.92,3
46.74,3
24.78,3
27.25,2
48.62,3
43.8,1
45.85,3
26,1
47.55,3
43.23,3
32.78,3
35.28,2
48.61,3
29.26,1
21.72,2
47.86,2
42.37,1
42.23,1
49.8,2
44.18,3
20.95,1
36.88,3
48.31,2
48.37,1
49.18,3
24.51,2
38.2,2
28.45,2
34.72,3
43.51,1
42.9,2
22.67,3
24.21,1
23.57,2
35.46,2
32.61,2
32.42,1
27.99,3
42.24,3
38.22,1
18.85,3
19.93,3
46,3
22.8,1
27.49,1
27.79,3
42.73,2
21.94,2
21.84,2
45.83,2
27.16,3
45.03,3
26,1
22.2,1
25.29,1
19.65,1
40.92,3
23.58,1
20.14,3
21.03,1
19.15,1
28.16,3
36.06,2
31.19,2
38.66,3
38.8,3
40.34,2
34.25,1
46.95,2
35.59,3
23.7,3
47.49,1
48.81,1
33.52,3
49.29,3
35.69,2
26.67,1
30.42,3
47.13,3
30.97,2
32.4,1
26.41,2
21.26,3
18,3
34.18,2
47.72,3
40.49,2
28.34,2
33.66,1
47.11,2
41.59,1
21.45,1
37.31,3
33.6,1
37.75,1
22.53,2
24.78,2
42.64,2
43.75,3
36.63,1
19.3,1
29.42,1
36.87,1
18.41,1
38.67,3
34.49,3
21.94,3
27.92,1
41.74,3
22.89,1
31.91,2
43.27,2
23.2,2
44.93,3
42.31,1
49.86,1
22.69,2
29.16,3
30.4,3
30.59,1
26.22,3
34.65,2
34.6,2
31.37,2
30.6,1
38.12,1
33.3,3
46.08,2
32.25,1
23.35,3
22.96,1
49.42,1
46.86,1
40.08,3
45.1,3
30.96,3
26.02,2
49.69,1
43.02,1
44.2,1
37.68,3
42.48,3
40.59,1
34.04,3
49.46,2
36.42,2
45.38,1
44.52,2
22.92,3
30.64,1
48.53,1
37.23,1
49.85,2
38.33,3
41.12,1
34.84,1
40.4,1
38.99,1
22.07,1
33.46,3
24.63,3
43.96,3
22.5,2
33.93,2
36.33,1
49.72,1
24.62,2
20.13,3
48.32,3
33.45,2
46.31,2
22.11,2
22.64,1
25.57,1
20.42,3
48.34,2
36.48,2
38.18,1
20.41,1
27.34,1
40.72,1
42.49,3
29.14,1
19.18,3
37.81,3
35.2,2
30.03,1
28.48,1
36.81,1
27.08,1
27.49,1
47.25,2
35.3,1
46.66,2
25.37,3
20.64,3
20.2,3
37.11,2
35.66,1
47.7,2
32.06,3
38.63,2
28.83,3
19.99,1
38.04,1
43.69,3
43.65,2
32.56,1
23.24,2
35.32,3
40.4,2
32.51,3
22.1,2
23.11,2
27.06,2
21.28,3
34.4,1
47.58,1
44.72,1
35.26,2
22.48,3
43.46,3
34.28,3
28.06,2
27.93,2
45.25,1
19.58,2
37.25,2
19.62,3
49.92,3
38.65,1
42.25,2
31.67,3
27.42,2
30.54,3
41.38,2
21.14,2
49.58,2
23.55,3
18.17,2
28.34,3
23.79,2
30.22,1
22.05,1
45.37,2
28.97,2
41.92,1
29.74,1
19.66,2
48.09,2
34.2,2
32.97,1
32.2,2
40.48,2
43.15,3
42.07,1
35.99,2
36.46,1
44.28,2
43.26,3
30.39,3
34.86,1
27.49,1
41.21,2
44.59,3
31.48,1
29,1
37.44,3
35.77,1
34.63,2
34.67,1
44.93,1
23.52,3
30.18,3
38.89,3
44.7,3
27.21,2
45.07,2
31.75,3
43.21,1
19.9,2
44.07,3
31.3,2
31.12,1
47.15,2
39.81,3
48.22,1
23.45,1
43.96,2
43.51,1
18.95,3
25.42,3
20.15,1
39.77,2
39.85,1
20.36,3
20.43,3
26.44,2
39.87,3
42.49,1
36.58,1
47.31,1
24.33,1
42.04,2
27.62,3
24.76,3
43.37,2
30.18,3
33.4,2
40.7,1
42.16,2
20.62,2
23.51,2
24.86,2
30.75,3
21.41,1
40,1
45.03,2
40.47,3
48.73,1
30.53,2
35.3,1
23.51,1
30.4,2
18.58,2
20.37,3
48.55,1
18.65,3
36.08,3
20.31,3
41.15,3
28.11,2
42.75,2
24.74,2
30.72,2
46.83,2
39.42,2
48.89,2
28.68,2
31.04,2
49.34,1
47.63,2
41.51,1
43.72,2
31.92,3
36.49,1
45.96,1
27.42,1
27.97,1
42.72,2
44.43,3
34.12,2
23.02,3
43.52,1
42.55,2
43.14,2
48.82,3
40.45,2
46.61,3
27.92,2
24.47,1
45.16,2
24.02,2
32.03,3
27.62,1
43.1,3
31.42,2
32.08,2
45.55,3
29.74,2
35.39,2
24.42,3
46.58,3
22.47,3
45.21,3
35.61,2
44.54,3
22.83,2
40.43,3
33.5,1
45.22,3
24.16,1
19.72,3
27.07,2
31.08,3
24.52,1
20.65,2
41.28,3
30.42,1
41.69,1
44.2,1
33.17,2
39.72,3
43.46,3
48.84,3
40.55,1
22.87,1
49.03,2
37.68,2
47.84,2
49.06,1
49.81,2
21.61,2
42.78,1
28.74,1
30.84,3
37.21,2
45.39,2
35.81,1
47.36,2
25.13,2
27.96,3
29.98,1
42.2,3
46.92,3
21.27,1
33.83,2
44.19,1
23.24,1
18.83,3
49.62,2
39.65,3
40.16,1
28.78,3
20.96,1
27.78,3
21.85,3
26.51,1
19.63,1
35.01,2
23.21,3
25.01,2
22.49,1
45.11,1
47.22,1
45.05,1
49.63,1
48.91,1
34.19,2
35.36,3
46.35,2
30.24,3
38.53,1
29.15,3
22.3,1
39.71,2
20.66,2
25.89,1
31.2,3
36.12,2
35.22,1
34.01,3
35.11,1
47.97,1
35.9,2
31.44,1
26.48,1
30.4,1
43.76,1
43.85,2
46.21,2
29.59,1
27.03,1
19.56,3
18.24,3
49.89,3
46.85,1
20.62,1
43.94,3
20.95,3
44.77,1
19.12,3
35.07,3
30.52,3
47.94,3
46.68,2
48.08,1
33.39,2
40.35,3
33.01,3
48.71,3
49.11,2
28.57,1
49.5,1
24.93,2
33.74,2
47.84,2
35.57,2
22.82,2
22.13,2
22.35,3
49.51,1
32.53,2
46.63,2
23.23,2
44.37,2
31.74,1
38.45,1
28.64,3
42.95,1
46.25,1
27.55,2
24.31,1
29.18,1
27.71,3
39.49,1
21.23,1
19.96,3
34.45,3
33.06,3
31.55,2
44.05,1
38.04,3
22.43,1
23.03,3
20.19,2
36.91,1
30.19,2
45.01,3
48.81,1
27.19,2
44.96,2
28.8,1
38.27,1
30.11,3
42.92,3
32.97,1
30.93,3
33.15,2
31.57,2
45.77,1
18.38,2
22.28,1
30.97,1
20.76,3
18.38,2
40.59,2
18.31,2
21.62,3
18.21,3
27.62,3
42.49,1
27.2,3
25.66,2
43.47,1
28.64,3
46.25,3
22.05,1
46.78,1
33.43,3
42.3,3
22.27,1
32.79,2
26.53,3
44.19,2
26.43,3
35.23,3
27.02,3
26.96,1
38.52,3
27.57,3
37.13,2
28.19,2
29.03,2
22.3,1
18.64,3
35.37,1
27.98,1
34.44,1
24.72,2
18.44,3
39.01,2
36.87,2
44.94,2
42.44,2
36.6,2
35.92,1
27.44,3
18.16,3
39.92,2
22.68,3
33.04,1
36.14,3
24.86,1
40.48,3
18.52,2
47.42,1
26.86,3
32.77,3
48.59,1
34.44,3
35.95,1
28.4,3
24.79,1
32.7,3
25.86,3
45.65,2
48.31,3
22.85,2
20.07,1
49.94,3
43.45,1
37.6,1
36.88,1
23.55,3
42.2,2
32.09,1
27.22,1
41.2,1
26.54,2
38.56,2
19.92,2
42.73,2
37.93,3
39.41,1
18.94,3
49.58,3
49.3,3
43.61,1
49.42,3
37.89,2
48.67,2
18.71,3
18.41,1
34.79,2
25.47,1
25.23,1
34.77,2
20.29,2
19.71,2
46.35,3
24.59,3
18.34,1
46.59,2
37.43,1
21.48,1
41.23,2
48.51,3
24.52,2
35.99,3
25.44,1
28.88,2
29.32,3
24.27,2
27.31,2
30.24,2
33.62,3
29.38,1
35.93,1
35.62,3
43.45,3
42.88,2
43.47,2
31.29,1
23.93,2
21.5,2
40.67,1
45.07,3
40.11,2
49.24,1
29.75,2
32.66,1
21.96,2
29.33,3
35,2
25.58,1
26.18,3
43.84,2
37.13,1
24.02,2
47.74,2
27.67,1
25.31,1
42.15,1
19.13,1
34.19,3
34.68,2
18.18,2
36.59,2
26.77,1
25,2
24.85,3
21.13,1
18.43,1
25.89,2
21.66,2
33.63,1
29.82,3
42.54,2
19.06,2
28.97,3
37.29,2
47.92,1
20.38,1
21.76,1
32.52,3
26.65,1
32.78,1
21.87,2
19.68,2
22.88,3
36.04,2
46.53,2
43.89,1
41.41,2
29.16,2
33.32,2
21.01,2
26.14,1
19.65,3
22.12,2
30.03,2
42.49,3
20.26,1
31.43,1
23.11,1
47.78,1
29.14,3
21.42,3
19.08,3
29.54,3
44.93,1
42.81,2
39.44,1
19.09,3
40.47,3
22.84,3
20.77,3
42.15,3
22.76,1
43.86,2
21.5,3
31.05,3
42.01,3
47.28,2
23.39,1
38.66,2
43.97,3
23.71,3
43.86,3
44.18,1
29.92,1
36.31,2
18.7,1
23.63,3
46.47,3
38.46,1
25.21,3
20.71,2
30.26,1
27.95,1
20.59,3
42.38,3
24.7,3
41.45,3
39.48,2
45.71,1
37.19,2
38,2
32.66,2
44.59,3
32.24,3
47.75,1
33.23,1
21.79,2
34.89,1
26.89,3
33.18,1
40.63,3
42.58,2
47.97,3
30.87,3
28.21,1
33.05,2
37.83,2
37.63,1
34.4,1
27.07,1
49.99,2
20.82,1
31.06,3
47.78,1
28.56,3
36.12,1
28.56,1
18.28,3
49.07,2
18.92,1
41.06,3
29.26,3
31.96,3
44.05,3
21.3,2
20.88,1
21.59,2
30.75,3
36.23,2
49.09,3
31.8,1
43.03,1
23.52,1
30.56,2
30.22,2
47.14,1
39.5,3
18.84,3
38.17,1
40.06,3
42.95,1
41.37,3
43.41,1
29.2,1
42.24,1
33.12,3
19.94,1
46.23,1
18.53,1
